bilayers,PF,$\overline{EA}_{int}$,"$\overline{N}_{p, v}$",$\overline{Gr}_{int}$,A,$\overline{\alpha}_{int}$,d$_{layer}$,"$\overline{M}_{int, NN}$",$\rho$,"$\overline{C}_{int}^{p, g}$","$\overline{MV}_{int, NN}$","$\overline{AM}_{int, NN}$",Y_vdw
BMDS_SSbBr-BrSbS_176,1.5972800053,1294.7243491593,4,67.8074982616,13.7782481096,83.7622037349,3.31289,2544.6957494659,26.5728377665,1.8906325986,2.96318767403087E-05,166.9500380727,1.050245
BMDS_IAsTe-TeAsI_100,1.9137644,777.4310955627,4,65.3990406362,14.468973432,155.322721511,3.46656,1501.4802242062,35.6581338055,0.825662888,3.01121707729267E-05,212.4769868429,1.325659
BMDS_NiTe2-NiTe2_526,2.8516577268,707.7581088325,2.6666666667,59.5380112583,11.9913877728,141.4027767384,2.92383,3740.9965148985,44.6438583337,0.7516673921,5.15710811267606E-05,252.9297515399,1.971578
BMDS_Zr2Te2-Zr2Te2_590,3.8709465721,710.4982334289,2,59.7685159562,12.0848868068,141.9502253959,6.40437,5249.6928883644,51.917168641,0.7545775139,2.40493566078599E-05,133.2856583484,2.812338
BMDS_BrBiTe-BrBiTe_229,2.28894623,1088.283714761,4,69.7617765872,15.481227805,124.7256005651,3.85654,965.7989470197,45.2004842191,1.4290594234,1.09103190595991E-05,446.3745326813,1.165041
BMDS_GeS2-GeS2_394,1.6670274551,688.8363273748,3.3333333333,55.10690619,10.2731862094,66.8171237554,2.79188,2834.6992544128,22.864069964,2.4384805989,9.34750896247603E-06,139.7476699162,1.359097
BMDS_SeAsI-IAsSe_303,1.9289523592,1129.4274740994,4,65.0415550803,12.6769365404,125.8745389494,3.66428,2690.233497334,37.1105921488,0.8187583992,4.82340520527478E-05,201.5461797141,1.36001
BMDS_PbBr2-PbBr2_528,2.2770169279,1397.9742847546,4,73.2149194111,16.0629914551,90.4419592725,3.68803,1441.9463040009,37.3331890329,2.0414042236,0.000031603,548.23331655,0.866202
BMDS_SbHfBi-SbHfBi_187,4.8315505644,321.549211766,2,49.6217919392,9.4775593292,150.5194355489,4.97645,5894.7711516247,89.7411704817,0.5441856516,2.10876075144266E-05,144.2677513884,3.084036
BMDS_TiCl2-TiCl2_551,2.160179927,1144.6088985366,3.3333333333,55.7545881809,9.3154362175,47.8833522024,3.16727,5803.0687251309,21.4399347901,1.570967514,0.0361433349,40.7139680987,1.727021
BMDS_Bi2Zr-Bi2Zr_374,5.080889738,309.3362047929,2,50.877665262,9.9635098995,162.8085288384,5.03583,5371.3247139253,86.0695932273,0.4138050108,2.49537988888282E-05,399.4113801104,3.130243
BMDS_SbNbBi-SbNbBi_47,4.1662384795,325.4224597557,2,50.2195153944,9.7072654037,152.3325300297,4.47237,6782.6812288446,68.6429355216,0.5507406855,2.99090693850582E-05,242.6064613091,2.885093
BMDS_Mo2Te2-Mo2Te2_633,3.2025451234,741.1737966998,2,62.34900498,15.1850064734,148.0788868275,3.88872,8469.0991552021,48.9931742425,0.7871561879,0.000043317,120.662860294,2.388177
BMDS_NbS2-NbS2_410,2.1807902072,675.5896507768,2.6666666667,54.0471720621,9.8818240155,65.5321961253,3.07419,7977.4977143026,26.8906647492,2.3915873637,1.86428964131858E-05,205.5191008939,2.144533
BMDS_ITiCl-ClTiI_281,2.509334088,1237.709859984,3.3333333333,60.2895920336,10.8921639911,51.7781202171,3.37946,6275.0825967211,32.2323076408,1.6987479167,0.0390831855,44.0255879709,1.636098
BMDS_ClBiTe-ClBiTe_6,1.931263876,1161.6727347725,4,71.0964396281,16.0790686719,113.3234158921,3.37816,1187.2243642873,36.3302154919,1.4671719814,0.0237215447,550.6813511274,1.012721
BMDS_GeO2-GeO2_685,1.1490793996,424.2136563499,3.3333333333,48.1377198695,9.0518576016,15.9456197068,1.94801,3479.7554250656,19.9844468961,2.7619016775,0.033643314,170.4093335025,0.885332
BMDS_TeMoS-SMoTe_296,2.9306802853,673.4884495426,2.6666666667,53.8790759634,9.8204746316,65.3283796056,3.37693,8444.332878055,43.71803534,2.3841491114,0.000023663,215.0953735727,2.423377
BMDS_BrSbSe-BrSbSe_220,1.8898017041,1030.2403761347,4,65.4309707707,13.618641721,98.939558832,3.68175,2077.4531495359,34.5189439792,1.5762915686,1.82909304654391E-05,167.8522503504,1.188593
BMDS_BiWAs-BiWAs_227,3.7635764157,273.4290487061,2,48.4803277848,9.0465876915,126.0488522404,4.11395,9301.1124866008,86.3980757169,0.7288209277,2.48057677165407E-05,216.6404855478,3.452537
BMDS_IAsSe-IAsSe_51,1.7054366743,963.5074559316,4,64.8628030309,13.3831080103,121.4703402215,3.34887,2553.5306229569,32.8104344073,1.0515636249,3.12717332188314E-05,111.4791099073,1.345478
BMDS_K2I2-K2I2_630,2.3396257245,1972.804480867,2.5,113.6100141421,44.6619265061,219.8687920749,1.87215,336.2856418605,11.4967945448,1.4301495898,0.0001335987,585.7732329165,0.338925
BMDS_WS2-WS2_563,2.1545412429,636.3976473776,2.6666666667,50.9118117902,8.768736848,61.7305717956,3.14011,10521.6895836233,47.4835378177,2.2528476717,2.16693398932073E-05,482.9462646537,2.182777
BMDS_SeBiCl-ClBiSe_174,1.756233912,1447.9228698928,4,70.5291942355,14.9063065732,60.5721315199,3.28662,1546.6637418225,34.0267969076,1.987263767,0.0456764985,719.9263352809,0.963599
BMDS_CaCl2-CaCl2_485,2.454604609,1377.2069018685,3.3333333333,67.0845768818,13.4858238996,57.6138130868,3.22957,3722.7994017843,13.7889033649,1.8902066074,0.0434279625,18.2509510634,0.754642
BMDS_K2Br2-K2Br2_628,2.4151005052,2054.6929080276,2.5,107.6086858794,40.0679763312,132.9283766746,1.32951,447.7154324855,9.3626895276,3.0003833592,0.0001270415,252.9183913529,0.402195
BMDS_IrH2-IrH2_505,1.705448247,198.9602588194,0,2.7329705882,6.4686997054,12.3174984409,2.04208,7447.3175230792,52.7034570119,39.0924112933,0.0306133974,522.568846492,2.289819
BMDS_BiVSb-SbVBi_325,4.3706010389,338.3755741978,2,49.1824962497,9.310204395,140.9898225824,4.27012,4194.3488568344,68.8503019229,0.6787184482,0.000032267,232.2020407105,3.017706
BMDS_CuI2-CuI2_385,2.5001182485,1158.519568421,3.3333333333,66.7169128156,13.3383537056,129.1168489196,3.22248,3810.3991171115,39.5719956363,0.8398481966,7.2858793318889E-05,251.3814784405,1.498759
BMDS_TeSbCl-ClSbTe_130,1.7614560931,1465.2992982892,4,71.3756105184,15.2663931401,61.2990537393,3.32636,3074.1055593737,29.2788813362,2.0111127905,0.04623804,362.3655774712,0.973805
BMDS_GaAs-GaAs_733,1.2853024178,216.3492865123,2,56.6677270565,14.1888178135,161.9077915901,0.58518,1592.9500460334,19.8231767532,1.4207408712,2.57635773367778E-06,10.521173067,0.578835
BMDS_TeBiBr-BrBiTe_164,2.0221785762,1411.156757617,4,73.9053138616,16.3674509897,91.2947994761,3.5679,1211.1776730502,39.9325460871,2.0606540453,1.84415494941815E-05,561.143050243,1.073412
BMDS_SbTiBi-BiTiSb_276,4.5092877725,298.0229708413,2,49.0169359936,9.247711892,156.8541951796,4.66876,4563.8035205807,68.4418327168,0.3986710794,0.000035119,526.4856810345,3.27846
BMDS_SeAsI-IAsSe_171,1.7054366743,1160.4545124072,4,66.8283425167,13.3831080103,129.3324981646,3.34887,2764.1381788588,32.8104344073,0.8412508999,4.95591125945704E-05,207.0829504959,1.33476
BMDS_CrS2-CrS2_490,2.5319227114,608.2399443076,2.6666666667,48.6591955446,8.0096043709,58.9992745978,2.93551,5448.7350690963,24.569487248,2.1531694028,2.7614093471565E-05,60.6144557699,2.290957
BMDS_TiI2-TiI2_552,2.7676988209,1110.2538105172,3.3333333333,63.937380687,12.250437913,123.7376367412,3.61826,5845.1929526265,40.2081998412,0.8048587922,5.66710854230129E-05,299.8775984891,1.745735
BMDS_SeCrS-SCrSe_269,2.6239840323,625.0898733698,2.6666666667,50.0071898696,8.4595643657,60.6337177169,3.04155,5599.6801036214,32.2090140477,2.2128181517,2.83790802509889E-05,62.2936438756,2.355765
BMDS_BiVAs-AsVBi_241,3.5386394489,260.2862993319,2,50.0550575638,9.6437625571,100.1101151277,3.79597,3647.3451944848,58.153405278,1.0978742626,1.5824072197847E-05,80.0216857258,3.141218
BMDS_BaBr2-BaBr2_365,2.5881299656,1617.9563570461,3.3333333333,84.735853573,21.5165144898,104.6737014725,3.09228,3659.5919819569,23.4866732316,2.3626349761,0.000067365,286.2227599835,0.453497
BMDS_K2Cl2-K2Cl2_629,2.5530989661,2119.3689010757,2.5,103.2357344364,36.8774024102,88.66127781,0.96606,1001.5688047405,6.4778665496,2.908818635,0.0667104458,27.296742723,0.378899
BMDS_ZrCl2-ZrCl2_568,2.3778971772,1190.9253317192,3.3333333333,58.0106895107,10.0841649618,49.8209451092,3.42715,6676.0066446286,26.7009553963,1.6345364868,0.0375943017,190.3125979235,1.613251
BMDS_Ge2-Ge2_757,1.3960459445,481.0988521368,2,56.5998649573,14.1550546753,161.7138998779,0.67988,0,20.5828730774,1.293711199,0,0,0.483329
BMDS_SCrTe-TeCrS_313,2.9580259843,622.275483237,2.6666666667,52.3470438054,9.269686553,124.3242290379,3.17511,4767.9650512123,38.2553941089,0.660881428,4.30848887421018E-05,245.0770810121,2.322135
BMDS_Cu2Br2-Cu2Br2_623,2.2076511072,1264.1261963628,2.5,66.2050072032,15.1667065542,81.7826559569,3.22707,4252.5812773945,31.5334893563,1.8459513773,7.19921037152245E-05,63.7047945783,1.704543
BMDS_SbZrBi-SbZrBi_9,4.4309609447,324.899142933,2,50.1387566255,9.6760985361,152.0875617639,4.96685,4692.6867876038,68.1968967415,0.549855031,0.000019265,247.8398851002,3.043228
BMDS_BrBiTe-TeBiBr_289,2.28894623,804.1630246602,4,67.6477833573,15.481227805,160.6634854737,3.85654,753.6808663298,45.2004842191,0.8540532649,3.88551955658652E-06,347.0157938786,1.171898
BMDS_SeHfTe-TeHfSe_148,2.4313737692,736.0904556652,2.6666666667,61.9213842831,12.9711318773,147.0632876723,3.33301,6901.6800904626,46.4569305656,0.7817574766,2.7280239863218E-05,199.6403480585,1.628055
BMDS_Ti2Te2-Ti2Te2_586,3.6495756445,682.9462786546,2,57.450791054,11.1656084754,136.4456287533,5.87026,4374.6622982969,46.2577181954,0.7253162371,3.52891484049293E-05,283.7979311207,2.982361
BMDS_Li2V-Li2V_514,5.606798031,159.9347985173,0,2.6834697738,6.236356612,440.3909332495,4.67192,4640.5511144955,16.8366089445,9.6121887297,1.24244650526014E-05,118.0740117812,4.527712
BMDS_InP-InP_745,1.5265139059,212.9357076712,2,59.0901864697,15.4278873657,189.9327422241,0.49532,237.31040959,18.6765149888,2.1145845301,2.70970712239716E-06,176.9417647287,0.46021
BMDS_AsSe2-AsSe2_363,1.6881835325,709.3432318421,3.6666666667,58.202521587,11.4599102965,105.1283046166,3.16565,2168.0439291172,34.1527710626,1.1676880893,1.20151830501246E-05,14.6903164486,1.539598
BMDS_IBiTe-IBiTe_46,2.2362712655,1073.2361872683,4,72.9641412852,16.9350898753,156.762352034,3.77489,742.4875237877,42.8719984345,0.9197903871,1.15858212222612E-05,361.4075323382,1.191877
BMDS_SeCrTe-TeCrSe_343,3.0537091264,637.273745032,2.6666666667,53.6087272372,9.7220853546,127.3207271883,3.28042,4882.8839094899,44.6575228303,0.6768101814,4.41233330616548E-05,250.9839989609,2.344838
BMDS_IZrBr-BrZrI_250,2.8431372232,1201.7492198045,3.3333333333,62.9381908092,11.8701454687,77.747176882,3.76336,6894.3234661734,42.0477790078,1.7548648496,4.29423573644858E-05,41.9094305859,1.699464
BMDS_VAs2-VAs2_460,3.0914493737,230.6627580024,2,44.3582226928,7.5735319372,88.7164453855,3.8576,3232.2358268791,44.722161986,0.9729236844,1.40231128006045E-05,70.914307733,3.646337
BMDS_GeS2-GeS2_686,1.3549452893,701.9943420478,3.3333333333,56.1595473638,12.3197911043,68.0934511786,2.84317,2888.8471163951,18.5837154608,2.4850599708,9.52606322158864E-06,142.4171021429,1.08788
BMDS_BrAsTe-TeAsBr_288,1.8872370759,736.8784619457,4,61.9876729292,12.9988316549,147.2207232068,3.63364,1423.1594858629,36.5200483764,0.7825943707,2.85414491543312E-05,201.3936876944,1.333077
BMDS_ClBiTe-TeBiCl_66,1.931263876,819.5480495316,4,68.9420020636,16.0790686719,163.7372549012,3.37816,768.1000804916,36.3302154919,0.8703927761,3.95985624353078E-06,353.6548041985,1.045871
BMDS_BiS2-BiS2_375,1.9695293184,780.2917961684,3.6666666667,62.4233436935,13.1823272434,75.6883042283,3.18731,608.7836593706,34.9797110962,2.7622329584,1.95385065760567E-05,690.2281761793,0.97475
BMDS_BrSbS-SSbBr_279,1.8042952451,776.3923516558,4,62.1113881325,13.0505580011,75.3100581106,3.57125,2000.8407294522,30.0168064904,2.7484289249,7.06905236182607E-06,348.1925599088,1.160971
BMDS_In2Te2-In2Te2_581,2.9164296636,835.8620527183,2.5,70.3143682623,16.72573274,166.996624623,5.57557,1287.2363504823,43.3326491894,0.8877188993,2.08394208937451E-05,53.1159132502,1.505087
BMDS_TeMoS-TeMoS_236,2.9306802853,656.9879825288,2.6666666667,53.8790759634,9.8204746316,96.6455925094,3.37693,7881.4649063498,43.71803534,1.5321862227,3.05477523501285E-05,159.683269526,2.446464
BMDS_BrBiTe-TeBiBr_104,2.0221785762,826.8700409697,4,69.557942458,16.3674509897,165.2001133378,3.5679,774.9624264104,39.9325460871,0.8781690235,3.99523431993229E-06,356.8144205869,1.117873
BMDS_ClAsSe-SeAsCl_99,1.3068669556,732.369963251,4,60.0918944206,12.2159744659,108.5409842972,3.08991,2238.4230671671,24.2690292172,1.2055936318,1.2405220454451E-05,15.1671941518,1.20439
BMDS_Ga2S2-Ga2S2_600,2.1768529178,725.7179734914,2.5,58.0574378793,11.4026162707,70.3946434287,4.6416,310.0630041742,27.4753680838,2.5690416262,1.65137124867968E-05,136.6454372287,1.793912
BMDS_PbBr2-PbBr2_421,2.1393493249,1456.9437428477,4,76.3032767357,17.4471612369,94.2569889088,3.32868,1502.7705931696,35.0760382037,2.1275148925,3.29360849815666E-05,571.358936197,0.777441
BMDS_Tl2Te2-Tl2Te2_616,4.0640660725,862.5327178091,2.5,72.5579573341,17.8096389793,172.3251486685,5.6929,660.5495040803,55.6968401317,0.9160442113,1.47338002111549E-05,351.3564665436,1.578595
BMDS_SNbSe-SeNbS_149,2.1549943895,670.196769792,2.6666666667,54.9905041881,10.2298816774,99.3265981897,3.1981,7753.661090517,31.280557292,1.1032469903,1.90542097011642E-05,47.9324729755,2.18776
BMDS_BP-BP_731,0.925748188,158.5521115781,2,44.9793224335,8.9392141308,73.0913989544,0,3262.1253594896,9.5002301745,2.8834958489,2.02423014994476E-05,32.3896100844,0.623696
BMDS_Al2Se2-Al2Se2_573,2.1600699988,739.2595190251,2.5,60.6571913046,12.4467241203,109.562051794,4.89303,1666.0634914152,26.1134814018,1.2169349005,2.42439211495669E-05,197.0543636392,1.620524
BMDS_CaBr2-CaBr2_378,2.3576908826,1393.5211915658,3.3333333333,72.9817013451,15.9610465508,90.1538663675,3.12034,3645.6506342504,21.0534144662,2.0349015552,1.06038119013172E-06,170.9746610453,0.819627
BMDS_CoH2-CoH2_487,2.1734151459,177.0295949643,0,2.4317252056,5.1211297111,10.9597855014,1.93377,4265.2216932897,21.0759721726,34.7833973402,0.0272435415,140.275284345,2.443292
BMDS_HgI2-HgI2_404,2.2161577461,1293.7912334275,3.3333333333,74.5069477245,16.6353615583,144.192857655,3.47922,668.5026315539,45.0420054385,0.937910989,4.77238913983474E-05,319.8977714359,1.323224
BMDS_BN-BN_730,0.8365270319,42.3437969079,2,35.1817897158,5.4691575596,35.0561404668,0,2871.0225146793,9.2602430241,2.595913484,0.0140621739,4.0153730498,0.722775
BMDS_BaI2-BaI2_479,2.968002438,1453.9858387761,3.3333333333,83.732246813,21.009499301,162.0465247146,4.09528,3020.0251254932,29.8324265857,1.0540412246,0.000066178,47.9096214559,0.628519
BMDS_BiNbSb-SbNbBi_352,4.5026467047,343.937607892,2,49.9909313796,9.6187792917,143.3073366216,4.51867,6152.9504887819,74.1855966588,0.689874853,2.44622290884396E-05,96.1612225104,2.910295
BMDS_Ti2Br2-Ti2Br2_658,2.4690074075,1215.7934943504,2.5,63.6737196671,14.0288484,78.6557713535,3.81429,6274.4832462593,29.3230315741,1.7753731248,5.61414931818174E-05,119.9949974692,1.98454
BMDS_SbMoBi-BiMoSb_67,4.0958693326,307.5012594704,2,50.5758650445,9.8455833811,161.8427681423,4.14548,7928.9469492384,67.9667649517,0.411350369,4.05787023873464E-05,381.1410676649,2.765538
BMDS_SrI2-SrI2_450,2.7566020488,1428.7259354093,3.3333333333,82.2775775812,20.2857020142,159.2313119071,3.5855,3209.5515042909,27.6622393796,1.035729506,3.69135931889113E-05,193.4975030409,0.739486
BMDS_ITiBr-ITiBr_218,2.5915313144,1123.7815630554,3.3333333333,61.6466168827,11.3881551783,97.728019117,3.49511,5855.2500655905,37.3298075354,1.247437424,5.4497422460078E-05,202.6541873229,1.756005
BMDS_BrAsTe-BrAsTe_228,1.8872370759,997.2266882482,4,63.9247877082,12.9988316549,114.2897719632,3.63364,2308.1497438138,36.5200483764,1.3094895906,3.85388985289411E-05,110.3483245223,1.298006
BMDS_BrHfCl-ClHfBr_327,2.5901007186,1193.4644282497,3.3333333333,58.1343704305,10.1272246964,49.9271651933,3.56639,7982.8749607625,48.3151514304,1.6380213786,0.0376765435,489.1391731334,1.788064
BMDS_MoO2-MoO2_517,2.2307009569,398.5733762102,2.6666666667,45.2281845345,6.9200260759,14.9818361271,2.45311,8031.3948687131,32.5047536901,2.5949670877,0.03162204,225.9730130374,1.955204
BMDS_Bi2Ti-Bi2Ti_372,4.7849130989,304.9637248445,2,50.1585073757,9.6833466743,160.5072236024,4.68201,4670.0914267306,80.7981551014,0.40795586,3.59368985844718E-05,538.747177482,3.213876
BMDS_Tl2Se2-Tl2Se2_615,4.085420211,826.9299784783,2.5,67.8506649008,15.5741017394,122.555263477,5.48345,351.9753241728,54.7611586486,1.3612539646,3.45614324338369E-06,531.8783936907,1.674149
BMDS_SbWAs-SbWAs_53,3.0640238507,292.9884395218,2,48.5080197884,9.056621506,118.0361814851,3.89021,8725.3315514151,65.7482716931,0.8666766202,1.96667681562022E-05,276.4931256994,3.240697
BMDS_SeNbS-SeNbS_29,2.1549943895,678.7890360714,2.6666666667,54.9905041881,10.2298816774,83.0012922589,3.1981,7935.1984924679,31.280557292,1.7682884003,1.90112483697673E-05,128.5193384099,2.247329
BMDS_SbNbAs-AsNbSb_64,3.0054005524,265.3383219632,2,51.0266003775,10.0215709461,102.0532007551,3.85288,5646.943775115,45.2892665258,1.1191834349,7.62337409640522E-06,61.180213498,2.726077
BMDS_TaS2-TaS2_453,2.1751812854,675.8971957298,2.6666666667,54.0717756584,9.890826011,65.5620279858,3.06356,9806.0516950871,41.8588167393,2.3926760729,0.000018452,503.1476730106,1.916639
BMDS_In2S2-In2S2_579,2.7129610805,785.3825068002,2.5,62.830600544,13.3548561877,76.1821031596,5.17458,162.5349097823,33.4408408325,2.7802540741,2.56427388470265E-06,324.9637929262,1.531331
BMDS_TeZrS-TeZrS_238,2.6002055718,731.5787576025,2.6666666667,59.9962076968,12.1766825856,107.6181975561,3.39805,5896.4647900682,34.6300208681,1.7061421564,1.64745836572344E-05,177.8128231206,1.488553
BMDS_PbSe-PbSe_749,2.3793139326,471.1513909466,3,61.4278215054,14.5234640051,155.4123884087,1.54554,218.2940016898,36.7082752951,0.9234649166,3.86380997269155E-06,262.5834609952,0.69549
BMDS_PbS2-PbS2_531,1.8181800666,946.2825691454,3.3333333333,75.7026055316,19.3869108443,91.7894092071,2.14079,1004.2423765056,24.9702284855,3.3498402948,9.04646136103003E-06,828.6359887364,0.587086
BMDS_AsNbBi-BiNbAs_154,3.2807434324,317.0490592527,2,52.1462268508,10.4663728133,166.8679259225,3.88995,7667.581196138,56.5535253298,0.4241226451,3.65962220038739E-05,403.5214090318,2.408445
BMDS_Pt2Te2-Pt2Te2_611,2.6013953838,839.3660258813,2,70.6091294117,16.8662105291,167.6966823527,3.29935,5819.6927075224,63.9404521809,0.8914402588,0.000049422,300.8544677467,2.805417
BMDS_IZrCl-ClZrI_268,2.7563062214,1268.7239519776,3.3333333333,61.8003071164,11.4448176332,53.0755578764,3.63916,7112.1247554414,37.1029489388,1.7413145358,0.0400501943,202.7449957758,1.596892
BMDS_TaTe2-TaTe2_456,2.9841844744,704.1638410425,2.6666666667,59.2356543464,11.8704098934,140.6846790726,3.64679,9504.8790518503,60.4412888358,0.7478501361,3.53525789595917E-05,200.0810101314,2.352897
BMDS_SnO2-SnO2_706,1.3171218386,477.2381122817,3.3333333333,54.1546794079,11.4561206429,17.9387375539,2.09104,1524.0480652356,22.6082952125,3.107124731,0.0378397733,347.6412259243,0.717472
BMDS_TeHfSe-SeHfTe_254,2.7143215703,738.7054762168,2.6666666667,60.6117313819,12.4282512757,109.4799398085,3.51669,7621.9252212724,51.8632924006,1.2160228608,1.13078761359335E-05,377.0428515275,1.711464
BMDS_WO2-WO2_562,1.8333689857,399.5924007584,2.6666666667,45.3438185258,6.9552861689,15.0201398867,2.48082,10316.2855123456,54.2357046651,2.6016015879,0.0317022724,475.6583567286,1.973132
BMDS_ClBiSe-ClBiSe_54,1.756233912,1128.4671077675,4,68.4548061697,14.9063065732,90.2358808601,3.28662,877.881029425,34.0267969076,1.6595104526,0.0228485859,629.6759337044,1.012433
BMDS_TeCrSe-TeCrSe_223,3.0537091264,645.3150541176,2.6666666667,53.6087272372,9.7220853546,112.0757453802,3.28042,5265.9517710541,44.6575228303,0.8761676358,0.000037315,170.6638857414,2.326862
BMDS_IZrCl-IZrCl_208,2.7563062214,1170.9340542464,3.3333333333,61.8003071164,11.4448176332,86.3386643538,3.63916,6720.8742817119,37.1029489388,1.2596356715,0.0200463238,167.4915558781,1.615478
BMDS_AsNbBi-BiNbAs_346,3.5984849404,313.0524890385,2,51.4888962234,10.2041492982,164.764467915,4.00693,7570.9273006954,62.0307602283,0.418776356,3.61349073696137E-05,398.4348093493,2.441097
BMDS_Sc2O2-Sc2O2_653,2.1506547263,590.9155788853,2,67.0542500863,17.5636492598,22.2117203411,0.48561,7372.6147969856,12.0521349902,3.8472375987,0.0468580925,121.3535245389,0.850196
BMDS_ScTe2-ScTe2_543,3.2030204093,712.3605039136,2.6666666667,59.9251738308,12.148044463,142.3222878482,4.01996,4087.4212005316,39.7667675675,0.7565553196,2.01798022875219E-05,306.9240062619,1.559353
